Синоптический_индекс_станции,Дата_по_Гринвичу,Сумма_осадков,Средняя_температура
31829,1977-03-23T21:00:00Z,23.7,-0.5
31829,1979-02-10T12:00:00Z,26.5,-1.625
31829,1980-12-12T00:00:00Z,21.1,-2.325
31829,1981-04-10T12:00:00Z,29.4,-0.6499999999999999
31829,1982-01-11T21:00:00Z,26.5,-1.025
31829,1982-12-22T18:00:00Z,20.700000000000003,-0.7666666666666666
31829,1983-02-11T00:00:00Z,22.7,-11.975
31829,1983-02-11T12:00:00Z,20.3,-13.274999999999999
31829,1985-02-21T00:00:00Z,26,-2.35
31829,1985-02-21T12:00:00Z,26.799999999999997,-3.45
31829,1989-11-27T12:00:00Z,34,-1.575
31829,1989-11-28T00:00:00Z,29.5,-0.7
31829,1994-03-08T12:00:00Z,20.3,-0.775
31829,1997-01-02T00:00:00Z,29.5,-3.4
31829,1997-01-02T12:00:00Z,22.5,-3.6
31829,1997-03-30T06:00:00Z,31.1,-3.375
31829,1997-12-09T00:00:00Z,21.1,-1.4
31829,2001-03-26T00:00:00Z,20.1,-1.85
31829,2001-04-02T12:00:00Z,24.6,-2.775
31829,2001-04-12T18:00:00Z,22.1,-0.2
31829,2004-01-22T00:00:00Z,20.5,-3.525
31829,2004-01-22T12:00:00Z,25.5,-3.0250000000000004
31829,2004-02-03T09:00:00Z,22.1,-4.025
31829,2004-03-30T00:00:00Z,26,-0.625
31829,2005-04-07T00:00:00Z,25.3,-0.7000000000000001
31829,2005-04-20T21:00:00Z,20.2,-0.45
31829,2005-04-21T09:00:00Z,25.7,-1.1500000000000001
31829,2005-11-29T00:00:00Z,22,-0.47500000000000003
31829,2007-03-05T12:00:00Z,22.7,-5.699999999999999
31829,2009-03-06T12:00:00Z,25.7,-0.625
31829,2009-03-27T03:00:00Z,23.5,-0.175
31873,2007-03-05T00:00:00Z,24.8,-3.85
31873,2007-12-29T00:00:00Z,20,-4.975
31873,2010-11-12T00:00:00Z,22.2,-2.05
31895,1980-11-12T00:00:00Z,23.5,-5.5
31909,1983-12-26T03:00:00Z,22.9,-5.475
31909,1983-12-26T15:00:00Z,25.9,-2.325
31909,1986-01-03T15:00:00Z,24,-10.925
31909,1989-11-25T15:00:00Z,825.5,-37.7
31909,1989-11-25T21:00:00Z,723.1,-24.9
31909,1989-11-26T03:00:00Z,620.7,-88.9
31909,1990-11-10T00:00:00Z,25.1,-10.075
31909,1991-01-14T12:00:00Z,24.2,-9.65
31909,1993-01-19T00:00:00Z,25.7,-12.125
31909,1994-03-08T21:00:00Z,24.6,-3.5
31909,1994-11-24T15:00:00Z,27.2,-0.43333333333333335
31909,2001-03-04T09:00:00Z,24.4,-1.8
31909,2001-12-13T00:00:00Z,29,-6.025
31909,2003-01-03T12:00:00Z,48.7,-3.625
31909,2004-02-02T00:00:00Z,23.7,-3.4749999999999996
31909,2004-02-02T12:00:00Z,22.7,-3.525
31909,2004-11-26T21:00:00Z,27.5,-1.225
31909,2004-12-20T00:00:00Z,26,-3.65
31909,2005-03-28T18:00:00Z,34.4,-0.4
31909,2007-02-14T12:00:00Z,22,-1.55
31909,2007-03-05T00:00:00Z,39.6,-1.6
31909,2009-01-09T12:00:00Z,30.9,-10.825
31909,2009-01-10T00:00:00Z,93.1,-12.725
31909,2009-01-10T12:00:00Z,22.7,-5.55
31909,2009-01-11T12:00:00Z,21,-4.875
31909,2010-11-27T12:00:00Z,47.7,-1.6
31909,2010-12-11T09:00:00Z,20.8,-9.075
31909,2010-12-29T12:00:00Z,46.1,-6.325
31909,2011-11-23T12:00:00Z,28.7,-2.625
31909,2015-03-10T00:00:00Z,29.4,-5.875
31909,2015-12-03T09:00:00Z,20.4,-5.075
31915,1984-10-20T09:00:00Z,25,-1.5
31915,1990-12-01T00:00:00Z,23.3,-3.375
31915,2004-11-26T00:00:00Z,20.3,-3.475
31915,2006-04-19T15:00:00Z,20.4,-0.675
31915,2007-03-04T12:00:00Z,42.3,-5
31931,2002-10-22T00:00:00Z,20.9,-1.025
31931,2002-10-26T12:00:00Z,24.3,-2.8
31931,2002-10-27T00:00:00Z,27.1,-0.575
31931,2007-12-29T00:00:00Z,23.8,-5.125
31931,2014-12-01T03:00:00Z,22.4,-9.65
31959,1982-01-11T03:00:00Z,27.299999999999997,-4.55
31959,1986-03-15T21:00:00Z,22.9,-0.1
31959,1997-01-01T12:00:00Z,23.5,-3.075
31959,2003-01-03T12:00:00Z,34.2,-4.45
31959,2004-11-26T21:00:00Z,25.1,-0.8666666666666667
31959,2005-02-19T12:00:00Z,26.9,-2.175
31959,2007-02-14T12:00:00Z,23.2,-0.6
31959,2009-02-13T00:00:00Z,22.3,-1.4500000000000002
31959,2010-03-15T00:00:00Z,21.9,-2.75
31959,2010-11-27T21:00:00Z,28.8,-7.075
31959,2010-12-10T12:00:00Z,34.9,-3.3
31960,1980-10-25T21:00:00Z,25.8,-1.1
31960,1989-11-05T12:00:00Z,22.1,-0.875
31960,2002-01-07T12:00:00Z,28.4,-2.775
31960,2004-11-26T03:00:00Z,30.4,-1.575
31960,2004-12-19T12:00:00Z,32.2,-11.6
31960,2006-02-25T00:00:00Z,31.7,-2.45
31960,2006-02-25T12:00:00Z,21.4,-4.875
31960,2006-04-19T12:00:00Z,23.7,-0.225
31960,2007-02-14T00:00:00Z,31.2,-0.725
31960,2007-03-04T12:00:00Z,48.9,-4.125
31960,2009-12-05T06:00:00Z,32,-4.775
31960,2010-03-15T00:00:00Z,32.4,-1.75
31960,2011-04-22T18:00:00Z,22,-0.275
31960,2014-11-12T06:00:00Z,33.6,-0.7000000000000001
31961,2001-03-04T12:00:00Z,28.5,-5.275
31961,2007-02-14T09:00:00Z,23.1,-6.05
31961,2015-04-02T21:00:00Z,27.7,-0.1
31969,1994-03-22T12:00:00Z,25.3,-0.17500000000000002
31969,2002-01-20T15:00:00Z,25.7,-0.23333333333333334
31969,2002-01-21T06:00:00Z,25.7,-2.35
31969,2004-11-26T09:00:00Z,25,-2.5
31969,2007-03-04T12:00:00Z,28.2,-0.375
31969,2009-12-25T12:00:00Z,23.6,-5.95
31969,2013-11-17T09:00:00Z,39.5,-0.975
31989,1979-02-13T12:00:00Z,28.3,-1.2
31989,1985-01-19T12:00:00Z,26.5,-1.475
31989,2003-01-03T00:00:00Z,22.3,-2.325
31989,2009-12-05T21:00:00Z,28.9,-6.5
31989,2010-03-15T00:00:00Z,31.8,-1.575
31989,2013-02-01T21:00:00Z,21.4,-4.35
32014,2014-12-21T12:00:00Z,23.4,-2.225
32027,1989-12-05T00:00:00Z,37.6,-2.225
32027,1989-12-05T12:00:00Z,26.5,-2.4
32027,1994-11-28T00:00:00Z,20.1,-3.975
32053,1980-11-13T12:00:00Z,21,-5.45
32053,1980-12-13T03:00:00Z,20.5,-1.275
32053,1981-12-13T12:00:00Z,20.1,-3
32053,1982-10-25T15:00:00Z,26.7,-1.025
32053,1983-10-20T06:00:00Z,27.9,-2.525
32053,2003-05-07T12:00:00Z,21.9,-0.9750000000000001
32053,2006-02-27T00:00:00Z,20.2,-10.100000000000001
32053,2015-01-27T00:00:00Z,26.7,-8.025
32061,1979-04-10T12:00:00Z,24.799999999999997,-2.575
32061,2010-11-22T18:00:00Z,20.3,-2.1
32071,1987-02-26T00:00:00Z,24.6,-11.375
32071,1990-11-20T21:00:00Z,28.4,-5.25
32071,1999-10-16T12:00:00Z,25.5,-1.775
32076,1979-02-11T00:00:00Z,38,-5
32076,1980-12-12T15:00:00Z,20.6,-0.65
32076,1980-12-14T00:00:00Z,27.1,-0.65
32076,1981-05-14T12:00:00Z,21.3,-0.2
32076,1982-04-17T15:00:00Z,23.4,-0.25
32076,1982-04-18T03:00:00Z,20.6,-0.3
32076,1986-01-04T12:00:00Z,22,-10.125
32076,1989-05-14T15:00:00Z,29.4,-0.5
32076,1990-12-23T06:00:00Z,31,-0.3
32076,1991-05-01T06:00:00Z,26.1,-0.4
32076,1992-04-29T06:00:00Z,20.3,-0.17500000000000002
32076,1992-04-30T12:00:00Z,25.4,-0.375
32076,1992-05-01T12:00:00Z,27.1,-0.5
32076,1993-04-06T12:00:00Z,27.5,-1.275
32076,1993-12-22T00:00:00Z,28.8,-0.7749999999999999
32076,1994-04-02T00:00:00Z,22.4,-2.85
32076,1997-03-01T00:00:00Z,45.3,-6.975
32076,2002-04-17T12:00:00Z,23.8,-0.9
32076,2003-01-28T12:00:00Z,23.9,-4
32076,2004-04-20T12:00:00Z,39.9,-0.975
32076,2004-11-15T21:00:00Z,20.5,-1.8
32076,2010-04-01T12:00:00Z,23.6,-2.1999999999999997
32076,2010-05-07T00:00:00Z,21.6,-0.475
32076,2010-12-24T00:00:00Z,35.2,-0.625
32076,2010-12-24T12:00:00Z,29.3,-0.775
32076,2011-04-02T00:00:00Z,20.4,-1.0250000000000001
32076,2013-04-07T12:00:00Z,36.6,-1.225
32076,2013-04-08T00:00:00Z,43.5,-0.85
32076,2013-12-10T12:00:00Z,38.1,-1.375
32076,2014-04-05T00:00:00Z,23.7,-1.7750000000000001
32076,2015-03-10T12:00:00Z,22.9,-0.8500000000000001
32088,1980-03-11T00:00:00Z,23.799999999999997,-9.875
32088,1983-01-08T12:00:00Z,22.5,-7.85
32088,2007-03-11T12:00:00Z,28.1,-3.2
32098,1977-03-24T00:00:00Z,25,-4.05
32098,1989-11-28T12:00:00Z,22.3,-0.675
32098,1993-04-02T12:00:00Z,22.4,-1.025
32098,1994-02-21T12:00:00Z,46.6,-4.25
32098,1994-03-09T00:00:00Z,22.4,-1.7
32098,1994-04-12T12:00:00Z,25.8,-0.45
32098,2005-11-29T21:00:00Z,22.8,-0.1
32098,2009-03-22T12:00:00Z,20.4,-2.0500000000000003
32098,2011-04-23T12:00:00Z,24.2,-0.625
32098,2013-04-07T18:00:00Z,24,-0.525
32098,2015-12-03T12:00:00Z,28.4,-2.075
32121,1983-01-08T12:00:00Z,24.1,-7.125
32121,1990-02-12T12:00:00Z,20.8,-6.55
32121,2001-03-05T00:00:00Z,20.7,-8.85
32121,2002-01-22T00:00:00Z,24.6,-0.875
32121,2007-03-05T12:00:00Z,21.7,-5
32121,2007-03-12T00:00:00Z,23.9,-2.9499999999999997
32121,2009-02-15T12:00:00Z,23.6,-4.575
32145,1982-11-24T12:00:00Z,22.9,-2.45
32145,1988-11-24T15:00:00Z,52.8,-0.4
32145,1999-12-17T06:00:00Z,20.7,-1.25
32145,2001-03-04T12:00:00Z,47.3,-2.975
32145,2002-11-21T00:00:00Z,25.6,-3.8
32145,2003-01-04T00:00:00Z,24.6,-2.975
32145,2004-01-22T00:00:00Z,44,-0.625
32145,2005-12-18T06:00:00Z,44.5,-0.6333333333333333
32145,2013-11-10T09:00:00Z,27.4,-1.75
32149,1978-02-01T03:00:00Z,23.9,-10.5
32149,1980-01-14T12:00:00Z,29.799999999999997,-5.8
32149,1981-11-27T12:00:00Z,20.5,-3.95
32149,1991-12-28T12:00:00Z,22.1,-2.5
32149,1993-01-28T12:00:00Z,22.7,-0.325
32149,1994-03-24T00:00:00Z,23.1,-1.45
32149,1994-03-24T12:00:00Z,30.6,-2.35
32149,1996-03-31T12:00:00Z,23.2,-1.675
32149,1996-12-05T12:00:00Z,22.8,-0.5
32149,2004-01-10T12:00:00Z,26.5,-1.575
32149,2004-01-13T00:00:00Z,26.9,-3.875
32149,2004-01-23T00:00:00Z,21.5,-2.575
32149,2009-01-19T00:00:00Z,21.9,-1.65
32149,2009-02-14T00:00:00Z,21.2,-2
32149,2010-03-21T00:00:00Z,22.5,-1.925
32149,2012-04-03T12:00:00Z,24,-2.325
32149,2013-03-01T12:00:00Z,20.2,-4.1
32149,2014-12-17T00:00:00Z,32.7,-0.475
32149,2015-02-27T00:00:00Z,31.5,-1.9
32149,2015-03-23T12:00:00Z,41.6,-2.15
32150,1979-02-01T00:00:00Z,21.5,-12.924999999999999
32150,2003-01-04T12:00:00Z,21.8,-6.15
32150,2011-04-16T18:00:00Z,22.3,-0.30000000000000004
32150,2012-04-04T00:00:00Z,24.3,-2.9
32150,2012-12-06T21:00:00Z,20.7,-0.5
32150,2013-11-10T09:00:00Z,29.8,-2.15
32150,2014-04-04T12:00:00Z,23.6,-3.175
32165,1978-03-01T09:00:00Z,21.2,-6.9
32165,1979-03-30T12:00:00Z,22,-1.65
32165,1979-04-30T21:00:00Z,25.2,-0.3
32165,1980-01-14T00:00:00Z,32.5,-0.775
32165,1980-03-11T00:00:00Z,25.4,-6.775
32165,1999-03-22T00:00:00Z,21.9,-5.25
32165,2001-03-26T21:00:00Z,28,-1.0250000000000001
32165,2003-03-28T00:00:00Z,23.5,-0.4
32165,2004-02-23T00:00:00Z,20.6,-2.35
32165,2005-03-17T18:00:00Z,22.5,-0.1
32165,2014-03-18T00:00:00Z,20.4,-0.875
32165,2015-02-15T00:00:00Z,22.2,-2.25
32165,2015-02-27T00:00:00Z,20.8,-0.5
32174,1978-01-22T03:00:00Z,28.200000000000003,-1.825
32174,1978-02-16T00:00:00Z,21.7,-7.5
32174,1978-03-11T03:00:00Z,30.9,-1.25
32174,1979-03-31T00:00:00Z,25.3,-2.5
32174,1981-04-03T09:00:00Z,48.1,-1.35
32174,1983-03-18T00:00:00Z,25.6,-2.6500000000000004
32174,1988-12-28T12:00:00Z,21.3,-1.7000000000000002
32174,1989-12-28T09:00:00Z,23.4,-1.2
32174,1994-02-13T12:00:00Z,20.3,-2.275
32174,1995-01-26T12:00:00Z,25.7,-0.75
32174,1995-01-27T00:00:00Z,49.3,-1.25
32174,1995-01-27T12:00:00Z,36.9,-2.025
32174,1996-03-22T12:00:00Z,25.9,-1.85
32174,1998-12-26T12:00:00Z,20.7,-1.45
32174,1999-12-07T09:00:00Z,30.9,-1
32174,2000-02-16T12:00:00Z,22.8,-1.275
32174,2003-03-04T00:00:00Z,32.1,-4.55
32174,2003-03-08T12:00:00Z,21.1,-3.2
32174,2003-04-06T09:00:00Z,22.3,-0.375
32174,2003-04-06T21:00:00Z,21.7,-1.25
32174,2004-02-03T00:00:00Z,24.6,-0.5499999999999999
32174,2004-02-23T00:00:00Z,20.1,-3.45
32174,2004-12-16T12:00:00Z,21,-1.1
32174,2005-01-30T09:00:00Z,28.4,-2.775
32174,2005-03-25T12:00:00Z,29.4,-3.55
32174,2009-02-14T00:00:00Z,20.3,-0.875
32174,2009-02-20T12:00:00Z,21.8,-1.025
32174,2009-12-21T00:00:00Z,23.3,-2.75
32174,2012-01-23T12:00:00Z,29.7,-0.225
32174,2013-02-08T06:00:00Z,20,-2.425
32174,2014-02-17T12:00:00Z,28.6,-1.35
32174,2014-04-01T00:00:00Z,29.4,-1.7
32174,2014-04-04T21:00:00Z,33.2,-0.65
32174,2015-02-04T12:00:00Z,22.8,-1.525
32174,2015-02-14T12:00:00Z,26.3,-0.975
32174,2015-03-04T21:00:00Z,25.2,-0.95
32174,2016-04-15T09:00:00Z,30.1,-1.075
32213,1978-03-02T03:00:00Z,20.1,-4.7
32213,1981-04-03T12:00:00Z,31.7,-1.2
32213,1981-12-30T15:00:00Z,29.799999999999997,-2.7
32213,1984-02-07T03:00:00Z,24.4,-1.625
32213,1984-02-08T15:00:00Z,27.5,-0.8
32213,1984-02-28T12:00:00Z,20.7,-0.625
32213,1985-12-10T00:00:00Z,25.3,-2.3
32213,1986-04-06T00:00:00Z,44.6,-0.8
32213,1987-04-11T12:00:00Z,22.9,-2.1
32213,1988-03-13T00:00:00Z,66.5,-2.725
32213,1988-03-13T21:00:00Z,45.5,-0.8
32213,1990-02-26T00:00:00Z,21.4,-2.5749999999999997
32213,1994-01-15T12:00:00Z,43,-2.25
32213,1994-02-10T12:00:00Z,51.7,-1.025
32213,2004-01-05T15:00:00Z,20,-0.425
32213,2012-12-31T00:00:00Z,23.9,-1.675
32213,2013-02-09T00:00:00Z,38.9,-1.7
32246,2013-03-10T12:00:00Z,21.9,-4.15
32246,2013-03-25T00:00:00Z,22.9,-2
32252,2003-12-18T00:00:00Z,22.7,-9.45
32287,1988-03-14T09:00:00Z,4006.2,-54.766666666666666
32287,1988-03-14T21:00:00Z,1235.1,-76.1
32287,1988-03-15T03:00:00Z,1868.3999999999999,-57.6
32287,1990-01-24T18:00:00Z,415.9,-13.4
32287,1990-01-25T12:00:00Z,518.3,-12.1
32287,1990-01-25T18:00:00Z,1241.4,-50.5
32287,1990-01-26T06:00:00Z,1343.8000000000002,-41.25
32287,2005-11-05T18:00:00Z,25.2,-1.225
32363,1981-11-02T06:00:00Z,21.4,-2.15
32363,1986-11-17T12:00:00Z,22.5,-4.625
32389,1984-02-05T03:00:00Z,22.700000000000003,-0.8
32389,1985-02-05T12:00:00Z,30.2,-1.525
32389,1988-03-16T12:00:00Z,21.9,-0.25
32389,1994-01-16T00:00:00Z,22.6,-1.725
32389,1994-01-16T12:00:00Z,20.2,-1.225
32389,1995-02-12T12:00:00Z,25.9,-1.4
32389,2005-01-11T06:00:00Z,22.1,-2.7
32389,2007-02-20T00:00:00Z,20.9,-14.2
32411,1982-01-05T12:00:00Z,21.5,-3.5500000000000003
32411,1987-05-13T21:00:00Z,22.7,-0.1
32411,1990-02-23T12:00:00Z,23.3,-1.625
32447,2002-11-14T12:00:00Z,22.2,-0.675
32447,2003-12-20T00:00:00Z,20.2,-5.65
32447,2007-02-20T12:00:00Z,23.7,-11.625
32447,2007-02-28T12:00:00Z,22.8,-8.625
32447,2007-03-01T00:00:00Z,22.9,-4.9
32447,2007-03-01T12:00:00Z,23.5,-4.85
32447,2014-10-29T00:00:00Z,25.1,-1.125
32477,1982-01-05T12:00:00Z,20,-1.45
32477,1998-10-16T21:00:00Z,27.5,-1.9
32477,2007-11-15T12:00:00Z,20.3,-1.3
32509,1977-01-29T12:00:00Z,32.2,-1.2
32509,1977-03-10T00:00:00Z,24.2,-2.2
32509,1977-12-01T09:00:00Z,52.3,-0.125
32509,1978-12-05T12:00:00Z,20.1,-3.025
32509,1979-02-02T15:00:00Z,21.299999999999997,-2.0500000000000003
32509,1979-02-03T03:00:00Z,30.700000000000003,-1.75
32509,1979-03-12T12:00:00Z,22,-3.05
32509,1980-01-30T03:00:00Z,20.700000000000003,-0.625
32509,1980-02-01T00:00:00Z,24.4,-1.9249999999999998
32509,1980-02-03T06:00:00Z,27.8,-0.375
32509,1980-02-28T15:00:00Z,23.8,-1.425
32509,1980-03-11T12:00:00Z,26.5,-2.2
32509,1980-03-31T03:00:00Z,20.6,-2.775
32509,1982-01-06T00:00:00Z,21.099999999999998,-0.2
32509,1984-01-18T18:00:00Z,20.5,-0.3333333333333333
32509,1984-02-04T21:00:00Z,25.6,-0.75
32509,1984-02-29T00:00:00Z,37.6,-0.4
32509,1984-12-22T12:00:00Z,27.400000000000002,-3.75
32509,1985-02-05T00:00:00Z,21.3,-1.1
32509,1985-02-12T00:00:00Z,25.5,-0.7
32509,1985-02-12T12:00:00Z,27.799999999999997,-0.475
32509,1985-02-13T12:00:00Z,20.200000000000003,-0.4
32509,1986-01-03T00:00:00Z,27.1,-1.825
32509,1986-01-06T00:00:00Z,29,-1.7
32509,1986-01-16T00:00:00Z,20.5,-1.5
32509,1986-01-17T09:00:00Z,23,-0.4
32509,1986-01-19T12:00:00Z,27.1,-0.47500000000000003
32509,1986-03-18T00:00:00Z,21.1,-2.95
32509,1986-04-06T12:00:00Z,34.8,-0.7
32509,1987-05-02T00:00:00Z,24.1,-0.55
32509,1988-01-23T12:00:00Z,20.1,-4.625
32509,1988-01-24T00:00:00Z,41.4,-0.725
32509,1988-01-24T12:00:00Z,27.4,-0.425
32509,1988-03-13T12:00:00Z,27.4,-4.25
32509,1988-03-16T00:00:00Z,27.3,-0.825
32509,1988-12-02T12:00:00Z,22.6,-1.1500000000000001
32509,1989-03-17T12:00:00Z,21.4,-0.725
32509,1989-04-04T12:00:00Z,39.9,-0.175
32509,1989-04-05T09:00:00Z,36,-0.9
32509,1990-01-25T12:00:00Z,23,-1.7000000000000002
32509,1990-03-05T12:00:00Z,26,-2.725
32509,1990-04-09T21:00:00Z,22.1,-0.3
32509,1991-03-25T00:00:00Z,27.9,-1.575
32509,1991-04-19T03:00:00Z,26,-0.35
32509,1992-02-21T12:00:00Z,25,-0.9
32509,1992-02-22T00:00:00Z,28.2,-0.525
32509,1993-04-26T09:00:00Z,38.5,-0.35
32509,1994-01-15T12:00:00Z,20.4,-3.125
32509,1994-01-16T00:00:00Z,28,-1.175
32509,1994-02-11T00:00:00Z,34.3,-1.1
32509,1994-02-11T12:00:00Z,24.8,-0.525
32509,1994-02-14T00:00:00Z,28.9,-1.1749999999999998
32509,1994-04-09T00:00:00Z,25.2,-0.9
32509,1994-04-14T00:00:00Z,26.1,-1
32509,1994-04-18T12:00:00Z,25.3,-0.75
32509,1994-04-19T18:00:00Z,26.8,-0.15000000000000002
32509,1995-03-05T00:00:00Z,31.7,-0.4
32509,1995-03-05T12:00:00Z,28.5,-0.575
32509,1995-03-25T12:00:00Z,25.7,-4.15
32509,1995-03-26T00:00:00Z,28.6,-2.05
32509,1999-12-15T00:00:00Z,30.9,-0.8
32509,1999-12-22T12:00:00Z,30.4,-3.35
32509,1999-12-23T00:00:00Z,33.4,-2.375
32509,2000-11-29T06:00:00Z,20.1,-0.375
32509,2002-03-31T12:00:00Z,55.1,-0.65
32509,2002-04-04T00:00:00Z,57.9,-0.225
32509,2002-04-04T12:00:00Z,51.5,-0.2
32509,2002-04-07T12:00:00Z,77.3,-0.2
32509,2003-02-12T12:00:00Z,27.9,-1.825
32509,2004-11-27T12:00:00Z,21.8,-1.675
32509,2004-12-11T12:00:00Z,25.7,-4.025
32509,2005-01-11T00:00:00Z,21.7,-0.2
32509,2005-02-02T00:00:00Z,22.4,-1
32509,2007-02-20T00:00:00Z,32.9,-3
32509,2007-03-04T12:00:00Z,25.3,-0.425
32509,2007-12-15T12:00:00Z,22.7,-1.175
32509,2008-01-10T12:00:00Z,23.1,-3.8499999999999996
32509,2008-02-28T12:00:00Z,28.8,-1
32509,2009-12-04T12:00:00Z,24.5,-3.575
32509,2010-04-14T12:00:00Z,32.1,-3.75
32509,2011-11-03T21:00:00Z,24.6,-0.6666666666666666
32509,2012-03-19T00:00:00Z,27.8,-1.25
32509,2013-02-03T12:00:00Z,28.2,-1.875
32509,2013-03-22T00:00:00Z,24.1,-1.3
32509,2013-04-12T00:00:00Z,32,-0.575
32509,2014-01-31T12:00:00Z,25.3,-2.725
32509,2014-02-09T00:00:00Z,27.1,-0.75
32509,2014-02-09T12:00:00Z,45.9,-0.65
32509,2014-02-10T00:00:00Z,21.9,-0.55
32509,2014-02-14T00:00:00Z,23.9,-0.5
32509,2015-01-28T12:00:00Z,25.2,-0.35000000000000003
32509,2015-03-19T00:00:00Z,24.1,-0.55
32509,2015-12-26T12:00:00Z,28.4,-1.2
32539,1977-01-29T12:00:00Z,26.2,-6.025
32539,1978-11-20T12:00:00Z,25.799999999999997,-0.625
32539,1979-11-29T12:00:00Z,22.8,-1.175
32539,1980-01-11T21:00:00Z,34.3,-0.2
32539,1980-02-02T03:00:00Z,20,-3.375
32539,1980-02-02T15:00:00Z,21.200000000000003,-4.625
32539,1980-02-03T03:00:00Z,35.5,-1.85
32539,1981-01-25T12:00:00Z,23.5,-9.45
32539,1982-12-31T18:00:00Z,23.9,-0.825
32539,1983-12-01T12:00:00Z,24.7,-0.675
32539,1984-01-16T12:00:00Z,22.3,-3.425
32539,1984-02-03T12:00:00Z,20.2,-11.475
32539,1984-02-04T12:00:00Z,20.2,-1.175
32539,1984-02-05T00:00:00Z,23.6,-1.05
32539,1985-02-08T12:00:00Z,30.2,-0.925
32539,1985-10-28T00:00:00Z,21,-4.275
32539,1986-01-06T00:00:00Z,21.1,-1.7
32539,1988-11-11T18:00:00Z,44.7,-0.8750000000000001
32539,1989-01-28T12:00:00Z,26.2,-2.275
32539,1989-11-14T00:00:00Z,30.4,-4.575
32539,1992-02-12T00:00:00Z,24.6,-4.1
32539,1992-02-22T00:00:00Z,21.1,-1.85
32539,1993-04-16T12:00:00Z,22.2,-1.225
32539,1994-02-14T03:00:00Z,26.5,-0.75
32539,1995-11-16T09:00:00Z,21.2,-1.95
32539,1996-11-06T00:00:00Z,20.8,-2.1
32539,1996-12-18T12:00:00Z,21,-6.35
32539,1997-01-16T00:00:00Z,20.2,-15.275
32539,1999-01-08T12:00:00Z,25.9,-0.625
32539,1999-01-09T00:00:00Z,32.6,-1
32539,1999-03-03T12:00:00Z,25.3,-8.575
32539,2004-11-27T12:00:00Z,22.6,-3.875
32539,2005-01-09T12:00:00Z,20.9,-4.65
32539,2006-01-19T00:00:00Z,22.3,-2.225
32539,2011-12-25T12:00:00Z,21.5,-10.475
32539,2012-12-23T12:00:00Z,23.6,-10.35
32539,2013-01-19T06:00:00Z,22.5,-1.55
32539,2013-04-23T12:00:00Z,22.7,-1.3
32539,2014-01-02T12:00:00Z,21.8,-8.6
32539,2014-02-09T00:00:00Z,24.9,-3.9
32547,1978-12-17T12:00:00Z,20.1,-10.85
32547,1980-02-02T15:00:00Z,20,-1.725
32547,1984-12-22T03:00:00Z,22.4,-10.625
32547,1987-12-27T00:00:00Z,24.7,-10.225
32547,1989-11-21T21:00:00Z,20,-1.5
32547,1993-03-26T12:00:00Z,28,-1.6500000000000001
32547,1997-12-31T12:00:00Z,25.8,-6.7
32547,1999-03-03T00:00:00Z,22.8,-6.175
32547,2006-03-13T00:00:00Z,20.4,-0.35
32547,2009-01-25T00:00:00Z,20.5,-1.475
32547,2009-01-28T00:00:00Z,22,-2.675
32547,2012-11-21T00:00:00Z,20.8,-2.35
32547,2013-03-19T12:00:00Z,28.7,-0.925
32547,2014-12-21T12:00:00Z,20.8,-2.375
32547,2015-12-25T12:00:00Z,29.4,-4.575
32562,1978-12-06T03:00:00Z,26.799999999999997,-5.475
32562,2004-02-25T12:00:00Z,22.2,-4.4
32562,2005-01-27T00:00:00Z,21.1,-5.125
32562,2007-02-20T12:00:00Z,22.4,-10.675
32562,2013-12-03T00:00:00Z,30,-0.95
32583,1977-04-02T12:00:00Z,30.3,-1.125
32583,1978-03-02T00:00:00Z,22.8,-3.475
32583,1978-12-17T12:00:00Z,31.700000000000003,-8.3
32583,1979-02-02T03:00:00Z,23.9,-2.275
32583,1979-02-02T15:00:00Z,22.799999999999997,-1
32583,1979-02-05T03:00:00Z,32.4,-2.3000000000000003
32583,1979-02-22T00:00:00Z,26.400000000000002,-3.3
32583,1979-02-22T12:00:00Z,26.5,-1.575
32583,1979-03-12T00:00:00Z,20.599999999999998,-3.15
32583,1979-03-12T12:00:00Z,29.8,-2.1750000000000003
32583,1980-02-02T00:00:00Z,32,-0.625
32583,1980-02-02T12:00:00Z,25.200000000000003,-1.225
32583,1980-03-11T12:00:00Z,40.3,-0.525
32583,1981-01-14T15:00:00Z,25.9,-4.175
32583,1981-02-09T15:00:00Z,23.1,-6.975
32583,1981-03-16T00:00:00Z,21.3,-3.05
32583,1981-12-24T03:00:00Z,26.6,-4.6
32583,1982-01-14T12:00:00Z,23.5,-3.3000000000000003
32583,1983-03-13T03:00:00Z,23.5,-4.75
32583,1984-02-04T21:00:00Z,32.5,-0.2
32583,1984-02-07T12:00:00Z,20.3,-2.275
32583,1984-12-22T21:00:00Z,28.1,-4.15
32583,1985-02-04T12:00:00Z,23.1,-3.075
32583,1986-01-06T00:00:00Z,45,-0.575
32583,1986-01-20T12:00:00Z,21.9,-3.375
32583,1986-01-22T12:00:00Z,30.3,-6.275
32583,1986-03-18T00:00:00Z,21.5,-1.275
32583,1986-12-15T12:00:00Z,20.8,-3.2
32583,1987-11-20T09:00:00Z,24.2,-0.4
32583,1987-11-29T00:00:00Z,20.9,-1.4
32583,1987-12-27T00:00:00Z,36.7,-7.5
32583,1988-12-07T09:00:00Z,24.3,-0.2
