Синоптический_индекс_станции,Дата_по_Гринвичу,Сумма_осадков,Средняя_температура
32583,1988-12-11T06:00:00Z,21.1,-1.4500000000000002
32583,1989-01-29T00:00:00Z,22.4,-1.275
32583,1990-01-21T00:00:00Z,20.4,-5.475
32583,1990-02-26T12:00:00Z,24.7,-4.45
32583,1990-03-05T12:00:00Z,33.6,-0.925
32583,1991-03-24T12:00:00Z,22.1,-2.5
32583,1992-03-01T09:00:00Z,20,-1.5
32583,1992-03-02T12:00:00Z,20.4,-2.0500000000000003
32583,1992-12-13T00:00:00Z,28,-0.55
32583,1993-03-26T21:00:00Z,62.5,-0.25
32583,1993-12-22T12:00:00Z,27.9,-1.475
32583,1994-12-21T12:00:00Z,20.7,-5.7
32583,1995-01-11T09:00:00Z,26.9,-1.7249999999999999
32583,1995-03-25T12:00:00Z,23.2,-4.05
32583,1995-03-26T00:00:00Z,21.6,-1
32583,1995-04-01T00:00:00Z,29.3,-1.375
32583,1995-04-01T12:00:00Z,33.7,-0.15000000000000002
32583,1996-12-21T00:00:00Z,26.7,-3.6500000000000004
32583,1997-01-15T12:00:00Z,37.2,-0.975
32583,1997-12-28T12:00:00Z,20.7,-2.925
32583,1997-12-31T12:00:00Z,38.6,-3.375
32583,1998-01-01T06:00:00Z,20,-5.75
32583,1998-05-09T03:00:00Z,22.8,-0.5
32583,1999-01-27T00:00:00Z,35.4,-1.35
32583,1999-02-28T09:00:00Z,36.6,-0.45
32583,1999-03-03T00:00:00Z,28.1,-4.35
32583,1999-03-03T12:00:00Z,30.4,-3.6
32583,2002-01-23T00:00:00Z,24,-2.15
32583,2003-01-29T00:00:00Z,23.7,-2.7
32583,2003-11-30T12:00:00Z,28.4,-1.8
32583,2004-02-05T12:00:00Z,34.2,-1.5250000000000001
32583,2005-01-26T12:00:00Z,37.9,-5.525
32583,2005-01-27T12:00:00Z,22.1,-4.325
32583,2005-02-26T00:00:00Z,21.5,-5.775
32583,2005-03-02T12:00:00Z,24.9,-2.05
32583,2006-03-20T18:00:00Z,22.4,-0.1
32583,2007-02-20T00:00:00Z,37.3,-6.575
32583,2007-03-26T00:00:00Z,26.5,-1.3
32583,2008-01-10T12:00:00Z,20.6,-4.375
32583,2008-01-11T00:00:00Z,20.1,-5.275
32583,2008-01-31T00:00:00Z,22.9,-2.8000000000000003
32583,2008-02-28T00:00:00Z,39.1,-1.925
32583,2008-02-28T12:00:00Z,48.3,-0.3
32583,2009-01-25T00:00:00Z,31.9,-1.3
32583,2009-01-28T09:00:00Z,28.7,-5.4750000000000005
32583,2009-01-28T21:00:00Z,23.6,-3.15
32583,2009-04-07T12:00:00Z,21.6,-0.25
32583,2010-01-26T21:00:00Z,20.1,-3.675
32583,2011-02-19T00:00:00Z,22,-4.5
32583,2011-12-25T12:00:00Z,22.1,-0.6
32583,2012-04-04T12:00:00Z,20.6,-3.625
32583,2013-01-03T00:00:00Z,22.8,-4.7
32583,2013-03-19T12:00:00Z,47.8,-0.8
32583,2013-03-20T09:00:00Z,22.8,-3.2
32583,2013-03-21T12:00:00Z,20.9,-1.925
32583,2013-04-11T21:00:00Z,22.7,-0.1
32583,2013-12-03T15:00:00Z,22.4,-1.7
32583,2014-02-07T18:00:00Z,20.8,-1.2750000000000001
32583,2014-03-01T00:00:00Z,31.9,-0.575
32583,2014-03-04T12:00:00Z,21.2,-3.525
32583,2014-12-23T12:00:00Z,28.7,-5.15
32583,2015-02-11T21:00:00Z,29.5,-2.05
32583,2015-03-11T12:00:00Z,29,-0.17500000000000002
32583,2015-12-25T12:00:00Z,40.3,-2.1
32583,2015-12-26T00:00:00Z,30.2,-0.25
32583,2016-03-16T00:00:00Z,23.7,-1.625
32583,2016-03-21T12:00:00Z,25.6,-0.3
32583,2016-03-22T09:00:00Z,23.4,-0.25
32586,1979-03-12T12:00:00Z,23.5,-3.175
32586,1979-04-10T15:00:00Z,21.900000000000002,-1.025
32586,1980-01-11T21:00:00Z,29.1,-0.125
32586,1980-02-01T00:00:00Z,20.6,-1.35
32586,1980-02-02T03:00:00Z,21.299999999999997,-1.45
32586,1981-12-24T03:00:00Z,22.4,-3.7
32586,1982-01-14T12:00:00Z,24.9,-4.25
32586,1983-03-14T12:00:00Z,24.2,-5.75
32586,1984-02-04T12:00:00Z,30.6,-0.8
32586,1984-02-05T00:00:00Z,22.7,-0.525
32586,1984-02-08T12:00:00Z,28.1,-2.925
32586,1984-02-28T15:00:00Z,31.9,-0.725
32586,1985-02-08T12:00:00Z,23.1,-0.7
32586,1986-01-06T00:00:00Z,26.9,-1.1
32586,1986-03-18T00:00:00Z,22.1,-2.375
32586,1986-12-20T00:00:00Z,40.5,-8.35
32586,1988-01-23T12:00:00Z,23.6,-2.975
32586,1988-11-11T21:00:00Z,28.4,-0.55
32586,1989-11-29T15:00:00Z,22.3,-0.375
32586,1993-04-26T00:00:00Z,23.9,-0.42500000000000004
32586,1995-03-05T00:00:00Z,23.7,-1.175
32586,1995-04-01T12:00:00Z,23.1,-0.875
32586,1997-12-28T12:00:00Z,25.9,-3.85
32586,1997-12-31T12:00:00Z,20.8,-3.1500000000000004
32586,2008-02-28T00:00:00Z,20.2,-2.175
32586,2011-02-28T00:00:00Z,23.1,-1.15
32586,2011-12-25T12:00:00Z,22.2,-1.725
32586,2012-03-19T12:00:00Z,32,-0.475
32586,2012-04-05T00:00:00Z,20.8,-1.825
32586,2012-12-23T12:00:00Z,27.2,-1.725
32586,2013-02-03T12:00:00Z,21.8,-1.3250000000000002
32586,2013-03-19T12:00:00Z,32.3,-1.75
32586,2013-03-21T12:00:00Z,21.2,-2.75
32586,2013-04-12T00:00:00Z,31.1,-0.4
32586,2013-04-20T09:00:00Z,23.3,-0.65
32586,2013-12-07T00:00:00Z,20.4,-5.05
32586,2013-12-28T00:00:00Z,22.1,-0.75
32586,2015-02-14T00:00:00Z,22,-0.5
32586,2015-03-11T12:00:00Z,21,-0.8
32586,2015-12-26T00:00:00Z,20.8,-0.8
33166,1981-12-14T12:00:00Z,21,-4.625
33166,1986-02-23T18:00:00Z,20.799999999999997,-4.2
33166,1999-11-18T21:00:00Z,26.6,-4.025
33166,2013-03-22T18:00:00Z,31,-4.575
33166,2013-03-23T06:00:00Z,25.6,-6.75
33166,2016-01-08T06:00:00Z,32.4,-5.4
34003,1985-01-09T09:00:00Z,21.900000000000002,-8.025
34003,2013-03-23T09:00:00Z,24.5,-7.375
34003,2015-02-02T03:00:00Z,23.3,-0.6
34003,2016-01-08T06:00:00Z,20.9,-5.375
34009,2013-03-22T18:00:00Z,23,-4.575
34009,2013-03-23T06:00:00Z,22.5,-6.3
34009,2015-02-02T00:00:00Z,26,-0.6
34009,2016-01-18T09:00:00Z,22.7,-8.45
34026,1997-11-04T06:00:00Z,24.7,-2.2
34026,2015-12-02T18:00:00Z,23.2,-0.1
34123,2006-01-20T09:00:00Z,22.8,-19.425
34123,2015-12-02T18:00:00Z,30.7,-0.1
20946,1982-12-03T15:00:00Z,20,-8.85
21802,1989-10-23T18:00:00Z,1439.9,-18.900000000000002
21802,1989-10-25T00:00:00Z,1228.8,-88.9
21802,1989-10-25T06:00:00Z,3193.2999999999997,-46.233333333333334
21802,1989-10-26T03:00:00Z,620.7,-63.3
21824,1983-12-26T15:00:00Z,20.9,-24.75
21824,1985-02-24T03:00:00Z,20.1,-18.775
21824,1985-03-02T15:00:00Z,27.1,-19
21824,1985-03-11T03:00:00Z,20.5,-24.95
21824,1987-11-28T15:00:00Z,20.6,-20.775
21824,2006-12-18T03:00:00Z,23.2,-17.725
21946,1989-10-23T09:00:00Z,723.1,-31.825
21946,1989-10-23T21:00:00Z,2681.3,-76.1
21946,1989-10-24T18:00:00Z,1343.8000000000002,-44.1
21946,1989-10-25T03:00:00Z,934.1999999999999,-31.3
21946,1989-10-25T12:00:00Z,1049.2,-37.7
21946,1989-10-26T00:00:00Z,415.9,-12.1
21946,1989-10-26T09:00:00Z,518.3,-23.875
22003,1983-03-06T21:00:00Z,21.5,-1.55
22101,1995-10-26T06:00:00Z,20.1,-3.425
22101,2001-04-09T09:00:00Z,22.5,-2.575
22217,1986-05-26T12:00:00Z,21.099999999999998,-0.35000000000000003
22235,1995-11-19T06:00:00Z,22.400000000000002,-3.625
22271,1984-05-10T15:00:00Z,21.3,-3.725
22271,1997-01-11T18:00:00Z,23,-9.7
22355,2005-04-21T06:00:00Z,22.1,-3.275
22408,1999-05-30T12:00:00Z,22.2,-0.4
22520,1991-04-20T18:00:00Z,23.1,-2.625
22583,2012-10-31T18:00:00Z,23.1,-2.4499999999999997
22641,2010-11-10T06:00:00Z,22,-1.975
27730,1985-01-09T15:00:00Z,23.3,-6.949999999999999
27756,1998-10-02T12:00:00Z,21.4,-0.4
27756,1998-12-10T06:00:00Z,20.1,-2.85
27823,1992-10-27T18:00:00Z,20.1,-2
27823,1998-04-07T21:00:00Z,21.4,-0.13333333333333333
27823,2016-01-18T18:00:00Z,20.1,-6.975
27872,1997-10-26T03:00:00Z,21.8,-0.4
27872,1998-12-11T12:00:00Z,21.8,-1.25
27947,1998-11-13T21:00:00Z,23.2,-6.75
27962,1985-11-28T06:00:00Z,22.799999999999997,-3.625
34152,1998-11-13T18:00:00Z,27.9,-5.475
34163,2002-04-04T06:00:00Z,24.1,-3.275
34172,1988-11-21T18:00:00Z,26.3,-7.875
34172,2003-10-24T03:00:00Z,27,-0.3
34202,1987-01-12T18:00:00Z,20,-9.275
34247,2002-04-03T09:00:00Z,20.4,-1.35
34321,1979-01-01T03:00:00Z,21,-18.325
34321,1980-11-07T21:00:00Z,28.1,-3.925
34321,2012-12-13T06:00:00Z,20.2,-5.4
34759,1998-03-30T15:00:00Z,21.6,-0.5
34927,1980-03-05T00:00:00Z,21.5,-2.5
34927,1996-12-24T15:00:00Z,20.3,-4.275
34927,2001-12-18T18:00:00Z,23.7,-5.675000000000001
34927,2001-12-24T21:00:00Z,28.5,-2.1
34927,2002-01-01T06:00:00Z,32.8,-0.8
34927,2006-02-06T18:00:00Z,20.5,-9.725
34927,2010-01-23T18:00:00Z,25.5,-6.475
34949,1987-01-30T06:00:00Z,20.2,-6.125
34949,2005-03-29T12:00:00Z,28.3,-2.675
34984,1998-03-18T03:00:00Z,21.5,-0.4
35007,1979-02-02T15:00:00Z,20.6,-2.275
35007,1988-03-15T18:00:00Z,22.1,-0.55
22820,1980-10-26T15:00:00Z,24.2,-1.625
22820,1991-04-20T09:00:00Z,20.7,-0.6
22837,1985-10-29T15:00:00Z,23,-2.5
22837,2004-11-26T18:00:00Z,30.1,-5.5
22854,1993-10-15T15:00:00Z,23,-1.8
22887,2016-02-16T21:00:00Z,21.3,-1.175
23022,2013-06-13T00:00:00Z,20.7,-0.39999999999999997
23032,2011-03-26T06:00:00Z,21.6,-6.85
23058,1979-10-22T15:00:00Z,20.3,-10.125
23114,1981-03-15T06:00:00Z,23.3,-9
23114,1989-12-02T18:00:00Z,29.6,-4.55
23114,1993-02-18T06:00:00Z,36.1,-8.75
23114,1994-04-21T18:00:00Z,26.9,-3.425
23114,1997-01-11T06:00:00Z,21.4,-6.699999999999999
23114,2003-03-26T18:00:00Z,27.3,-5.85
23114,2013-12-12T06:00:00Z,23.3,-7.1
23220,1979-01-28T03:00:00Z,22.400000000000002,-22.975
23220,1996-05-16T06:00:00Z,20.1,-6.75
23242,2004-10-06T06:00:00Z,31.1,-0.8
23256,1998-02-20T06:00:00Z,32.4,-23.3
23256,2003-03-14T18:00:00Z,20.6,-3.65
23256,2005-02-23T06:00:00Z,22.3,-8.675
23256,2008-02-13T06:00:00Z,31.2,-3.25
23256,2011-02-24T18:00:00Z,22.1,-11.125
23324,1997-10-15T06:00:00Z,23.1,-1.75
23324,2015-05-05T21:00:00Z,23.8,-1.4
23330,1978-05-03T06:00:00Z,21.4,-7.975
23331,1978-03-30T18:00:00Z,20.1,-5.825
23331,1986-10-11T06:00:00Z,25.6,-5.175
23331,1986-10-27T06:00:00Z,35.1,-5.05
23331,1990-06-06T06:00:00Z,36.1,-1.5
23331,1990-09-27T18:00:00Z,26.7,-1.875
23331,1990-12-15T18:00:00Z,22.3,-10.425
23331,1993-09-21T06:00:00Z,28.2,-2.825
23331,1993-09-21T18:00:00Z,30,-2.975
23331,1995-05-18T21:00:00Z,20.6,-0.875
23345,1991-02-07T18:00:00Z,22.1,-7.875
23405,2002-05-20T06:00:00Z,21.6,-2.975
23418,2002-05-24T15:00:00Z,21,-0.725
23445,1982-10-20T03:00:00Z,23.9,-11.4
23463,1997-10-16T03:00:00Z,21.7,-4.65
23552,1991-10-24T06:00:00Z,29.1,-7.725
23552,1999-06-08T03:00:00Z,29.1,-0.35000000000000003
23552,2002-02-21T06:00:00Z,22.1,-2.825
23552,2014-05-04T18:00:00Z,30,-2.375
23631,2015-10-09T06:00:00Z,23.4,-4.25
36038,2012-11-06T03:00:00Z,20.9,-0.65
36045,1980-10-08T00:00:00Z,20.2,-3.55
36045,1985-10-12T03:00:00Z,28.4,-1.45
36045,2005-04-03T15:00:00Z,26.5,-3.7249999999999996
36045,2009-10-26T12:00:00Z,23.2,-5.6499999999999995
36055,1977-10-20T00:00:00Z,21.4,-2.2
36055,1979-10-18T00:00:00Z,26.3,-0.5
36055,2005-04-03T15:00:00Z,20.6,-3.075
36064,1996-11-18T15:00:00Z,20.6,-1.975
36064,2005-04-03T15:00:00Z,23,-1.15
36229,1984-12-01T00:00:00Z,22.3,-11.875
36278,1997-01-19T15:00:00Z,43.2,-15.950000000000001
36442,1980-05-27T21:00:00Z,33.2,-1.7750000000000001
36442,1983-06-18T18:00:00Z,22.2,-1.075
36442,1986-09-03T03:00:00Z,25,-6.025
36442,1987-06-02T15:00:00Z,21,-4.75
36442,1987-07-30T18:00:00Z,22.2,-1.8
36442,1988-08-06T21:00:00Z,29.2,-0.7666666666666666
36442,1988-09-25T18:00:00Z,24.2,-1.3
36442,1993-04-21T03:00:00Z,33.1,-2.475
36442,1993-09-08T15:00:00Z,21.5,-2.55
36442,1995-06-25T12:00:00Z,21.8,-3.45
36442,1998-09-11T03:00:00Z,22.7,-3.825
36442,1999-09-07T03:00:00Z,20,-1.875
36442,2003-06-23T09:00:00Z,21.1,-0.75
36442,2005-05-28T15:00:00Z,20,-4.725
37001,2002-01-01T12:00:00Z,31.2,-0.9
37018,1978-02-21T12:00:00Z,36.4,-1.825
37018,1986-02-27T00:00:00Z,21.4,-1.1666666666666667
37018,1991-01-30T15:00:00Z,23.5,-0.4
37018,2002-01-02T00:00:00Z,43.9,-0.775
37018,2002-12-24T06:00:00Z,21.9,-3.625
37018,2003-03-22T00:00:00Z,20,-1.325
37018,2007-02-23T21:00:00Z,28.5,-3.15
37099,2015-01-09T18:00:00Z,20.2,-0.4
37107,1979-01-05T18:00:00Z,21.9,-1.7750000000000001
37107,1982-01-10T18:00:00Z,27.3,-3.075
37107,1983-01-23T18:00:00Z,22.200000000000003,-1
37107,1983-01-30T06:00:00Z,22.299999999999997,-0.75
37107,1983-03-08T18:00:00Z,20.3,-1.4
37107,1984-03-21T00:00:00Z,21.1,-0.6
37107,1987-02-25T15:00:00Z,28.6,-2.225
37107,1989-01-19T18:00:00Z,20.6,-1.175
37107,1991-02-02T06:00:00Z,20.7,-1.7
37107,1992-01-18T09:00:00Z,23.1,-1.775
37107,1992-01-18T21:00:00Z,23.3,-3.025
37107,1992-12-30T06:00:00Z,39,-1.65
37107,1994-02-04T18:00:00Z,40.9,-0.1
37107,1994-11-30T03:00:00Z,37.5,-0.2
37107,1997-02-18T03:00:00Z,20.9,-1.7
37107,1998-03-23T21:00:00Z,25,-0.325
37107,2000-01-19T18:00:00Z,31,-0.925
37107,2002-12-24T06:00:00Z,26.1,-0.9
37107,2003-03-22T03:00:00Z,25.9,-0.8500000000000001
37107,2004-02-11T00:00:00Z,20.5,-1
37107,2006-01-20T09:00:00Z,26.4,-2.175
37107,2006-03-04T03:00:00Z,39.3,-0.55
37107,2006-03-20T03:00:00Z,23.1,-0.1
37107,2008-02-20T15:00:00Z,20.2,-2.85
37107,2011-02-06T21:00:00Z,22.5,-0.5499999999999999
37107,2012-02-25T21:00:00Z,31.2,-0.2
37107,2013-12-10T06:00:00Z,22.4,-0.75
37112,2004-03-05T09:00:00Z,25,-2.1999999999999997
37112,2006-11-05T09:00:00Z,26.3,-0.975
37112,2015-04-10T03:00:00Z,33.3,-0.8
37126,1977-04-18T15:00:00Z,21.799999999999997,-1.425
37126,1981-03-30T03:00:00Z,30.1,-8.05
37126,1996-02-09T15:00:00Z,22.6,-1.05
37196,1977-02-19T09:00:00Z,21.3,-2.0749999999999997
37196,1977-02-28T18:00:00Z,26.5,-0.45
37196,1977-04-18T21:00:00Z,27.200000000000003,-1.4666666666666668
37196,1977-10-21T06:00:00Z,26.4,-3.8
37196,1977-11-11T03:00:00Z,24.400000000000002,-1.375
37196,1978-02-21T12:00:00Z,24,-1.7249999999999999
37196,1978-03-21T12:00:00Z,21.200000000000003,-0.325
37196,1978-12-15T21:00:00Z,21.4,-2.2
37196,1978-12-28T03:00:00Z,21.6,-3.3499999999999996
37196,1978-12-31T06:00:00Z,24.2,-0.875
37196,1979-01-02T15:00:00Z,26.200000000000003,-0.225
37196,1979-01-03T12:00:00Z,43.2,-0.1
37196,1979-01-04T06:00:00Z,30.900000000000002,-4.225
37196,1979-10-26T03:00:00Z,21,-1.5
37196,1980-01-28T06:00:00Z,21.799999999999997,-3.6
37196,1980-03-05T06:00:00Z,28.2,-6.55
37196,1980-12-06T15:00:00Z,22.4,-3.375
37196,1981-01-07T06:00:00Z,22.5,-1.5
37196,1981-01-10T21:00:00Z,31.3,-1.875
37196,1981-11-03T15:00:00Z,36.1,-1.575
37196,1981-11-12T21:00:00Z,22.7,-2.85
37196,1981-11-13T15:00:00Z,24.5,-4.4
37196,1981-12-08T18:00:00Z,20.5,-0.175
37196,1981-12-17T00:00:00Z,42.3,-1.6
37196,1981-12-18T00:00:00Z,21.700000000000003,-0.775
37196,1981-12-18T12:00:00Z,21.1,-5.175
37196,1982-01-08T03:00:00Z,34.800000000000004,-1.275
37196,1982-01-13T15:00:00Z,20.4,-8.125
37196,1982-12-31T03:00:00Z,32.2,-3.9
37196,1983-01-21T15:00:00Z,22.4,-1.525
37196,1983-01-24T03:00:00Z,26.5,-8.75
37196,1983-11-12T18:00:00Z,23.7,-3.65
37196,1984-11-28T21:00:00Z,40.2,-4.75
37196,1985-01-11T12:00:00Z,20.4,-2.325
37196,1985-02-08T03:00:00Z,22.5,-5.275
37196,1986-01-18T00:00:00Z,24.4,-1.35
37196,1986-01-18T12:00:00Z,20.7,-5.125
37196,1986-02-27T03:00:00Z,29.7,-3.3
37196,1986-04-22T18:00:00Z,25.2,-0.775
37196,1986-12-21T06:00:00Z,20.5,-4.8
37196,1986-12-29T06:00:00Z,30.6,-3.25
37196,1986-12-29T18:00:00Z,20.3,-5.875
37196,1987-01-04T06:00:00Z,23.9,-0.525
37196,1987-01-04T18:00:00Z,31.5,-1.45
37196,1987-01-05T06:00:00Z,38.7,-3.6999999999999997
37196,1987-01-08T18:00:00Z,29.9,-2.475
37196,1987-01-09T06:00:00Z,43,-2.675
37196,1987-01-29T06:00:00Z,23.3,-1.225
37196,1987-01-29T18:00:00Z,42.2,-1.275
37196,1987-02-25T06:00:00Z,24.1,-1.925
37196,1987-11-21T00:00:00Z,29.1,-1.45
37196,1987-12-12T00:00:00Z,24.5,-0.45
37196,1988-03-15T18:00:00Z,20.5,-2.8
37196,1988-03-30T00:00:00Z,21.5,-0.9500000000000001
37196,1988-05-12T00:00:00Z,22.2,-1
37196,1988-11-16T18:00:00Z,22.1,-3.5
37196,1988-12-10T21:00:00Z,25.7,-1.1500000000000001
37196,1988-12-11T09:00:00Z,30,-2.65
37196,1989-03-01T15:00:00Z,26.1,-3
37196,1989-03-27T00:00:00Z,20.1,-3.3
37196,1989-11-16T18:00:00Z,20.9,-1.1
37196,1989-11-27T06:00:00Z,39.6,-0.825
37196,1989-12-10T18:00:00Z,41.1,-1.825
37196,1990-02-16T21:00:00Z,26.5,-3.1
37196,1990-05-21T03:00:00Z,21.5,-0.4
37196,1990-12-05T03:00:00Z,27.2,-0.2
37196,1991-02-16T18:00:00Z,23.2,-2.4
37196,1991-12-27T06:00:00Z,27,-3.15
37196,1992-11-10T00:00:00Z,20.1,-1.6500000000000001
37196,1993-01-26T18:00:00Z,38.2,-3.05
37196,1993-01-27T06:00:00Z,43.6,-2.45
37196,1993-01-27T18:00:00Z,42.7,-3.175
37196,1993-01-28T18:00:00Z,20.4,-7.625
37196,1993-04-10T18:00:00Z,22.2,-2.125
37196,1994-01-19T18:00:00Z,20.6,-4.175
37196,1994-01-30T18:00:00Z,21.1,-1.375
37196,1994-11-26T06:00:00Z,27.7,-3.45
37196,1995-12-21T18:00:00Z,20.6,-3.175
37196,1995-12-31T06:00:00Z,23.9,-1.125
37196,1996-12-24T06:00:00Z,33.5,-0.5
37196,1996-12-27T15:00:00Z,35.6,-0.525
37196,1996-12-28T03:00:00Z,26.4,-0.3
37196,1996-12-29T15:00:00Z,28,-3.2
37196,1996-12-30T03:00:00Z,37.3,-5.775
37196,1997-01-06T06:00:00Z,25.1,-1.675
37196,1997-02-01T18:00:00Z,22.5,-8.725
37196,1997-02-17T18:00:00Z,23,-2.125
37196,1997-04-07T09:00:00Z,21.4,-1.975
37196,1998-01-10T06:00:00Z,21.8,-5.425
37196,1998-03-23T18:00:00Z,22,-4.275
37196,1998-11-18T21:00:00Z,24,-0.775
37196,1999-01-10T18:00:00Z,21.4,-0.85
37196,1999-02-02T18:00:00Z,34.5,-3.025
37196,1999-02-08T06:00:00Z,27.7,-2.375
37196,1999-05-07T03:00:00Z,36.5,-1.55
37196,1999-10-12T00:00:00Z,24.2,-0.7333333333333334
37196,1999-10-29T00:00:00Z,27.4,-1.1666666666666667
37196,2000-01-18T06:00:00Z,20.3,-7.25
37196,2000-01-18T18:00:00Z,23,-6.825
37196,2000-01-19T06:00:00Z,20.2,-6.975
37196,2000-01-25T06:00:00Z,20.6,-2.825
37196,2000-01-25T18:00:00Z,28.8,-5.35
37196,2000-03-11T06:00:00Z,23.9,-5.325
37196,2000-03-20T06:00:00Z,21.3,-2.8
37196,2000-12-17T15:00:00Z,27.3,-1.7
37196,2001-02-19T18:00:00Z,20.9,-3.775
37196,2001-02-23T06:00:00Z,41.2,-8.725
37196,2001-02-23T18:00:00Z,24.4,-8.325
37196,2001-02-25T06:00:00Z,33.3,-0.5750000000000001
37196,2001-02-25T18:00:00Z,27.6,-0.875
37196,2001-11-16T18:00:00Z,20.6,-4.425
37196,2001-11-21T06:00:00Z,32,-2.25
37196,2001-12-14T18:00:00Z,24.9,-2.25
37196,2001-12-17T06:00:00Z,24.1,-2.025
37196,2001-12-19T06:00:00Z,20.1,-2.225
37196,2001-12-26T15:00:00Z,29.5,-2.95
37196,2002-01-02T18:00:00Z,27,-6.05
37196,2002-03-09T00:00:00Z,23.3,-3.675
37196,2002-10-29T12:00:00Z,27.5,-0.675
37196,2003-01-07T00:00:00Z,29.3,-1.85
37196,2003-01-09T00:00:00Z,23,-0.65
37196,2003-02-01T06:00:00Z,23.4,-1.5
37196,2003-10-30T03:00:00Z,23.7,-0.675
37196,2004-01-23T18:00:00Z,20,-1.9249999999999998
37196,2004-02-10T00:00:00Z,24.9,-1.25
37196,2004-02-10T12:00:00Z,32.1,-4.574999999999999
37196,2004-03-30T03:00:00Z,23.4,-0.6666666666666666
37196,2004-10-13T03:00:00Z,30.8,-2
37196,2004-11-21T18:00:00Z,50.6,-6.1000000000000005
37196,2005-02-28T09:00:00Z,38,-2.225
37196,2005-02-28T21:00:00Z,24.9,-2.525
37196,2005-03-09T06:00:00Z,30.2,-3.875
37196,2005-03-19T06:00:00Z,21.7,-1.925
37196,2005-03-19T18:00:00Z,26.1,-2.625
37196,2006-01-20T06:00:00Z,22,-7.525
37196,2006-02-11T18:00:00Z,34.6,-1.575
37196,2006-02-12T06:00:00Z,31.8,-1.775
37196,2006-03-03T06:00:00Z,21.2,-0.6
37196,2006-03-03T18:00:00Z,27.9,-4.6
37196,2006-03-09T15:00:00Z,33,-1.525
37196,2006-03-25T15:00:00Z,20.4,-0.44999999999999996
37196,2006-11-11T18:00:00Z,27.3,-1.375
37196,2006-11-14T09:00:00Z,49.5,-3.5
37196,2006-12-25T18:00:00Z,44.2,-7.25
37196,2007-01-28T06:00:00Z,58.2,-1.475
37196,2007-01-28T18:00:00Z,37.6,-8.4
37196,2007-02-23T18:00:00Z,25.5,-3.15
37196,2007-11-03T12:00:00Z,24.5,-3.75
37196,2007-11-11T12:00:00Z,29,-2.25
37196,2007-11-27T18:00:00Z,27.2,-2.9499999999999997
37196,2007-12-01T18:00:00Z,26.9,-2.15
37196,2008-01-29T18:00:00Z,21.2,-10.6
37196,2008-03-22T03:00:00Z,53,-0.1
37196,2008-12-10T06:00:00Z,26.2,-3.25
37196,2008-12-25T06:00:00Z,22.3,-3.45
37196,2009-01-17T18:00:00Z,21,-1.7
37196,2009-02-16T06:00:00Z,20.4,-2.725
37196,2009-03-11T06:00:00Z,25.5,-0.675
37196,2009-03-19T18:00:00Z,34.3,-2.625
37196,2009-11-16T03:00:00Z,22.8,-0.9
37196,2009-12-13T21:00:00Z,27.4,-1.3499999999999999
37196,2010-01-03T03:00:00Z,43.1,-1.725
37196,2010-01-03T15:00:00Z,23,-2.6500000000000004
37196,2010-01-04T03:00:00Z,25,-2.575
37196,2010-01-04T15:00:00Z,28,-5.525
37196,2010-01-23T18:00:00Z,22.6,-1
37196,2010-02-16T09:00:00Z,36.7,-1.6
37196,2010-03-07T03:00:00Z,30.5,-2.55
37196,2010-03-07T15:00:00Z,21.2,-7.1
37196,2010-12-13T00:00:00Z,22,-1.9500000000000002
37196,2010-12-18T06:00:00Z,26.8,-0.7999999999999999
37196,2011-03-07T06:00:00Z,28.9,-2.3
37196,2011-04-09T03:00:00Z,25.2,-1.4
37196,2011-04-09T18:00:00Z,22,-2.65
37196,2012-01-09T18:00:00Z,21.5,-2.8
37196,2012-01-15T06:00:00Z,35.5,-5.325
37196,2012-01-16T18:00:00Z,26.8,-4.95
37196,2012-03-26T18:00:00Z,30,-3.7
37196,2012-03-31T09:00:00Z,23.4,-3.425
37196,2012-04-02T03:00:00Z,20.8,-0.25
37196,2012-04-02T15:00:00Z,39.3,-2.475
37196,2014-01-13T06:00:00Z,29.2,-4.225
37196,2014-01-22T18:00:00Z,31.1,-1.7
37196,2014-03-16T21:00:00Z,33.3,-3.075
37196,2014-03-29T06:00:00Z,34,-1.6
37196,2014-03-29T18:00:00Z,24.4,-8.875
37196,2014-11-23T06:00:00Z,21.7,-6.275
37196,2014-12-22T06:00:00Z,23.2,-3.125
37196,2014-12-31T03:00:00Z,39.1,-0.35
37196,2015-01-06T06:00:00Z,25.9,-1.8
37196,2015-01-06T18:00:00Z,28.7,-2.075
37196,2015-04-03T00:00:00Z,37.1,-4.275
37196,2015-04-15T06:00:00Z,20.7,-1.05
37196,2015-04-20T03:00:00Z,37.6,-0.975
37196,2015-11-16T21:00:00Z,22.1,-1.6749999999999998
37196,2015-12-02T06:00:00Z,24.8,-3.4250000000000003
37196,2016-02-02T06:00:00Z,30.7,-7.525
37228,1983-12-30T00:00:00Z,33.1,-1
37228,1992-12-18T18:00:00Z,20.1,-5.65
37228,1998-02-14T00:00:00Z,21.2,-2.875
37228,2000-02-27T21:00:00Z,23.6,-3.9499999999999997
37228,2002-02-27T00:00:00Z,32.2,-0.8500000000000001
37228,2004-11-22T18:00:00Z,20.4,-3.4
37228,2005-03-04T18:00:00Z,22.8,-1.55
37461,1977-03-02T15:00:00Z,21.3,-1.725
37461,1977-10-17T15:00:00Z,21.2,-5.6000000000000005
